# Copyright (C) 1991-2010 Altera Corporation
# Your use of Altera Corporation's design tools, logic functions 
# and other software and tools, and its AMPP partner logic 
# functions, and any output files from any of the foregoing 
# (including device programming or simulation files), and any 
# associated documentation or information are expressly subject 
# to the terms and conditions of the Altera Program License 
# Subscription Agreement, Altera MegaCore Function License 
# Agreement, or other applicable license agreement, including, 
# without limitation, that your use is for the sole purpose of 
# programming logic devices manufactured by Altera and sold by 
# Altera or its authorized distributors.  Please refer to the 
# applicable agreement for further details.

# Quartus II Version 9.1 Build 350 03/24/2010 Service Pack 2 SJ Web Edition
# File: C:\Users\gsm3\Downloads\SD-Project-2-master\SDProject2.csv
# Generated on: Mon Jun 04 15:37:42 2018

# Note: The column header names should not be changed if you wish to import this .csv file into the Quartus II software.

To,Direction,Location,I/O Bank,VREF Group,I/O Standard,Reserved
,Unknown,PIN_D15,7,B7_N2,,
,Unknown,PIN_A15,7,B7_N2,,
,Unknown,PIN_B15,7,B7_N2,,
,Unknown,PIN_A14,8,B8_N0,,
,Unknown,PIN_B14,8,B8_N0,,
,Unknown,PIN_C13,8,B8_N0,,
,Unknown,PIN_D13,8,B8_N0,,
,Unknown,PIN_C14,8,B8_N0,,
,Unknown,PIN_D14,8,B8_N0,,
,Unknown,PIN_C12,8,B8_N0,,
,Unknown,PIN_D12,8,B8_N0,,
,Unknown,PIN_H14,8,B8_N0,,
,Unknown,PIN_J14,8,B8_N0,,
,Unknown,PIN_A12,8,B8_N0,,
,Unknown,PIN_G14,8,B8_N0,,
,Unknown,PIN_F14,8,B8_N0,,
,Unknown,PIN_E14,8,B8_N0,,
,Unknown,PIN_A11,8,B8_N0,,
,Unknown,PIN_B11,8,B8_N0,,
,Unknown,PIN_J13,8,B8_N0,,
,Unknown,PIN_J12,8,B8_N0,,
,Unknown,PIN_A10,8,B8_N0,,
,Unknown,PIN_B10,8,B8_N0,,
,Unknown,PIN_G13,8,B8_N0,,
,Unknown,PIN_H13,8,B8_N0,,
,Unknown,PIN_C10,8,B8_N0,,
,Unknown,PIN_D10,8,B8_N1,,
,Unknown,PIN_E12,8,B8_N1,,
,Unknown,PIN_F12,8,B8_N1,,
,Unknown,PIN_E11,8,B8_N1,,
,Unknown,PIN_F11,8,B8_N1,,
,Unknown,PIN_A7,8,B8_N1,,
,Unknown,PIN_B7,8,B8_N1,,
,Unknown,PIN_G12,8,B8_N1,,
,Unknown,PIN_A6,8,B8_N1,,
,Unknown,PIN_B6,8,B8_N1,,
,Unknown,PIN_G11,8,B8_N1,,
,Unknown,PIN_H12,8,B8_N1,,
,Unknown,PIN_C11,8,B8_N1,,
,Unknown,PIN_D11,8,B8_N1,,
,Unknown,PIN_C9,8,B8_N1,,
,Unknown,PIN_D9,8,B8_N1,,
,Unknown,PIN_F10,8,B8_N1,,
,Unknown,PIN_G10,8,B8_N1,,
,Unknown,PIN_H10,8,B8_N1,,
,Unknown,PIN_J10,8,B8_N1,,
,Unknown,PIN_E10,8,B8_N1,,
,Unknown,PIN_A8,8,B8_N1,,
,Unknown,PIN_B8,8,B8_N1,,
,Unknown,PIN_C8,8,B8_N1,,
,Unknown,PIN_D8,8,B8_N2,,
,Unknown,PIN_C7,8,B8_N2,,
,Unknown,PIN_D7,8,B8_N2,,
,Unknown,PIN_E7,8,B8_N2,,
,Unknown,PIN_D6,8,B8_N2,,
,Unknown,PIN_G9,8,B8_N2,,
,Unknown,PIN_E8,8,B8_N2,,
,Unknown,PIN_F8,8,B8_N2,,
,Unknown,PIN_G8,8,B8_N2,,
,Unknown,PIN_H8,8,B8_N2,,
,Unknown,PIN_G7,8,B8_N2,,
,Unknown,PIN_F7,8,B8_N2,,
,Unknown,PIN_A4,8,B8_N2,,
,Unknown,PIN_B4,8,B8_N2,,
,Unknown,PIN_B3,8,B8_N2,,
,Unknown,PIN_A3,8,B8_N2,,
,Unknown,PIN_C6,8,B8_N2,,
,Unknown,PIN_D5,8,B8_N2,,
,Unknown,PIN_C5,8,B8_N2,,
,Unknown,PIN_C4,8,B8_N2,,
,Unknown,PIN_D4,8,B8_N2,,
,Unknown,PIN_E4,8,B8_N2,,
,Unknown,PIN_E5,8,B8_N2,,
,Unknown,PIN_C3,8,B8_N2,,
,Unknown,PIN_K9,,,,
,Unknown,PIN_K11,,,,
,Unknown,PIN_K13,,,,
,Unknown,PIN_K15,,,,
,Unknown,PIN_K17,,,,
,Unknown,PIN_K19,,,,
,Unknown,PIN_L10,,,,
,Unknown,PIN_L12,,,,
,Unknown,PIN_L14,,,,
,Unknown,PIN_L16,,,,
,Unknown,PIN_L18,,,,
,Unknown,PIN_L20,,,,
,Unknown,PIN_M9,,,,
,Unknown,PIN_M11,,,,
,Unknown,PIN_M13,,,,
,Unknown,PIN_M15,,,,
,Unknown,PIN_M17,,,,
,Unknown,PIN_M19,,,,
,Unknown,PIN_N10,,,,
,Unknown,PIN_N12,,,,
,Unknown,PIN_N14,,,,
,Unknown,PIN_N16,,,,
,Unknown,PIN_N18,,,,
,Unknown,PIN_N20,,,,
,Unknown,PIN_P9,,,,
,Unknown,PIN_P11,,,,
,Unknown,PIN_P13,,,,
,Unknown,PIN_P15,,,,
,Unknown,PIN_P17,,,,
,Unknown,PIN_P19,,,,
,Unknown,PIN_R10,,,,
,Unknown,PIN_R12,,,,
,Unknown,PIN_R14,,,,
,Unknown,PIN_R16,,,,
,Unknown,PIN_R18,,,,
,Unknown,PIN_R20,,,,
,Unknown,PIN_T9,,,,
,Unknown,PIN_T11,,,,
,Unknown,PIN_T13,,,,
,Unknown,PIN_T15,,,,
,Unknown,PIN_T17,,,,
,Unknown,PIN_T19,,,,
,Unknown,PIN_U10,,,,
,Unknown,PIN_U12,,,,
,Unknown,PIN_U14,,,,
,Unknown,PIN_U16,,,,
,Unknown,PIN_U18,,,,
,Unknown,PIN_U20,,,,
,Unknown,PIN_V9,,,,
,Unknown,PIN_V11,,,,
,Unknown,PIN_V13,,,,
,Unknown,PIN_V15,,,,
,Unknown,PIN_V17,,,,
,Unknown,PIN_V19,,,,
,Unknown,PIN_W10,,,,
,Unknown,PIN_W12,,,,
,Unknown,PIN_W14,,,,
,Unknown,PIN_W16,,,,
,Unknown,PIN_W18,,,,
,Unknown,PIN_W20,,,,
,Unknown,PIN_B1,1,,,
,Unknown,PIN_H1,1,,,
,Unknown,PIN_K5,1,,,
,Unknown,PIN_N1,1,,,
,Unknown,PIN_N5,1,,,
,Unknown,PIN_AA1,2,,,
,Unknown,PIN_AG1,2,,,
,Unknown,PIN_T1,2,,,
,Unknown,PIN_T5,2,,,
,Unknown,PIN_W5,2,,,
,Unknown,PIN_AA11,3,,,
,Unknown,PIN_AD6,3,,,
,Unknown,PIN_AD9,3,,,
,Unknown,PIN_AD13,3,,,
,Unknown,PIN_AH2,3,,,
,Unknown,PIN_AH5,3,,,
,Unknown,PIN_AH9,3,,,
,Unknown,PIN_AH13,3,,,
,Unknown,PIN_AA18,4,,,
,Unknown,PIN_AD16,4,,,
,Unknown,PIN_AD20,4,,,
,Unknown,PIN_AD23,4,,,
,Unknown,PIN_AH16,4,,,
,Unknown,PIN_AH20,4,,,
,Unknown,PIN_AH24,4,,,
,Unknown,PIN_AH27,4,,,
,Unknown,PIN_AA28,5,,,
,Unknown,PIN_AG28,5,,,
,Unknown,PIN_T24,5,,,
,Unknown,PIN_T28,5,,,
,Unknown,PIN_W24,5,,,
,Unknown,PIN_B28,6,,,
,Unknown,PIN_H28,6,,,
,Unknown,PIN_K24,6,,,
,Unknown,PIN_N24,6,,,
,Unknown,PIN_N28,6,,,
,Unknown,PIN_A16,7,,,
,Unknown,PIN_A20,7,,,
,Unknown,PIN_A24,7,,,
,Unknown,PIN_A27,7,,,
,Unknown,PIN_E16,7,,,
,Unknown,PIN_E20,7,,,
,Unknown,PIN_E23,7,,,
,Unknown,PIN_H18,7,,,
,Unknown,PIN_A2,8,,,
,Unknown,PIN_A5,8,,,
,Unknown,PIN_A9,8,,,
,Unknown,PIN_A13,8,,,
,Unknown,PIN_E6,8,,,
,Unknown,PIN_E9,8,,,
,Unknown,PIN_E13,8,,,
,Unknown,PIN_H11,8,,,
,Unknown,PIN_K10,,,,
,Unknown,PIN_K12,,,,
,Unknown,PIN_K14,,,,
,Unknown,PIN_K16,,,,
,Unknown,PIN_K18,,,,
,Unknown,PIN_K20,,,,
,Unknown,PIN_L9,,,,
,Unknown,PIN_L11,,,,
,Unknown,PIN_L13,,,,
,Unknown,PIN_L15,,,,
,Unknown,PIN_L17,,,,
,Unknown,PIN_L19,,,,
,Unknown,PIN_M10,,,,
,Unknown,PIN_M12,,,,
,Unknown,PIN_M14,,,,
,Unknown,PIN_M16,,,,
,Unknown,PIN_M18,,,,
,Unknown,PIN_M20,,,,
,Unknown,PIN_N9,,,,
,Unknown,PIN_N11,,,,
,Unknown,PIN_N13,,,,
,Unknown,PIN_N15,,,,
,Unknown,PIN_N17,,,,
,Unknown,PIN_N19,,,,
,Unknown,PIN_P10,,,,
,Unknown,PIN_P12,,,,
,Unknown,PIN_P14,,,,
,Unknown,PIN_P16,,,,
,Unknown,PIN_P18,,,,
,Unknown,PIN_P20,,,,
,Unknown,PIN_R9,,,,
,Unknown,PIN_R11,,,,
,Unknown,PIN_R13,,,,
,Unknown,PIN_R15,,,,
,Unknown,PIN_R17,,,,
,Unknown,PIN_R19,,,,
,Unknown,PIN_T10,,,,
,Unknown,PIN_T12,,,,
,Unknown,PIN_T14,,,,
,Unknown,PIN_T16,,,,
,Unknown,PIN_T18,,,,
,Unknown,PIN_T20,,,,
,Unknown,PIN_U9,,,,
,Unknown,PIN_U11,,,,
,Unknown,PIN_U13,,,,
,Unknown,PIN_U15,,,,
,Unknown,PIN_U17,,,,
,Unknown,PIN_U19,,,,
,Unknown,PIN_V10,,,,
,Unknown,PIN_V12,,,,
,Unknown,PIN_V14,,,,
,Unknown,PIN_V16,,,,
,Unknown,PIN_V18,,,,
,Unknown,PIN_V20,,,,
,Unknown,PIN_W9,,,,
,Unknown,PIN_W11,,,,
,Unknown,PIN_W13,,,,
,Unknown,PIN_W15,,,,
,Unknown,PIN_W17,,,,
,Unknown,PIN_W19,,,,
,Unknown,PIN_AA2,,,,
,Unknown,PIN_AA27,,,,
,Unknown,PIN_AC6,,,,
,Unknown,PIN_AC9,,,,
,Unknown,PIN_AC13,,,,
,Unknown,PIN_AC16,,,,
,Unknown,PIN_AC20,,,,
,Unknown,PIN_AC23,,,,
,Unknown,PIN_AF1,,,,
,Unknown,PIN_AF28,,,,
,Unknown,PIN_AG2,,,,
,Unknown,PIN_AG5,,,,
,Unknown,PIN_AG9,,,,
,Unknown,PIN_AG13,,,,
,Unknown,PIN_AG16,,,,
,Unknown,PIN_AG20,,,,
,Unknown,PIN_AG24,,,,
,Unknown,PIN_AG27,,,,
,Unknown,PIN_B2,,,,
,Unknown,PIN_B5,,,,
,Unknown,PIN_B9,,,,
,Unknown,PIN_B13,,,,
,Unknown,PIN_B16,,,,
,Unknown,PIN_B20,,,,
,Unknown,PIN_B24,,,,
,Unknown,PIN_B27,,,,
,Unknown,PIN_C1,,,,
,Unknown,PIN_C28,,,,
,Unknown,PIN_F6,,,,
,Unknown,PIN_F9,,,,
,Unknown,PIN_F13,,,,
,Unknown,PIN_F16,,,,
,Unknown,PIN_F20,,,,
,Unknown,PIN_F23,,,,
,Unknown,PIN_H2,,,,
,Unknown,PIN_H27,,,,
,Unknown,PIN_J11,,,,
,Unknown,PIN_J18,,,,
,Unknown,PIN_K6,,,,
,Unknown,PIN_K23,,,,
,Unknown,PIN_N2,,,,
,Unknown,PIN_N6,,,,
,Unknown,PIN_N23,,,,
,Unknown,PIN_N27,,,,
,Unknown,PIN_T2,,,,
,Unknown,PIN_T6,,,,
,Unknown,PIN_T23,,,,
,Unknown,PIN_T27,,,,
,Unknown,PIN_W6,,,,
,Unknown,PIN_W23,,,,
,Unknown,PIN_Y11,,,,
,Unknown,PIN_Y18,,,,
,Unknown,PIN_J2,,,,
,Unknown,PIN_D3,,,,
,Unknown,PIN_B12,,,,
